FødevareNavn;FoodName;FoodID;TaxonomicName;NCBI;FoodEx2Code;FoodEx2Description;FoodOntology;LangualCode;EurofirFoodClassificationCode;Nøglehulsmærket;FoodGroupID;FødevareGruppe;FoodGroup;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gin;Gin;313;NULL;NULL;A03PG;Gin;FOODON_03309491;A0277,A0465,A0639,A0663,A0713,A0734,A0850,B1324,C0155,E0123,F0014,G0003,H0229,H0232,H0270,J0104,K0003,M0130,M0214,N0040,P0024,Z0001;A0850;0;116;Spiritus;Spirits;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agurk, syltet, uden tilsat sukker;Gherkin, pickled, no sugar added;317;Cucumis sativus (Linnaeus, 1753);3659;A00ZJ#F27.A00JP$F10.A077K;Pickled / marinated vegetables, SOURCE-COMMODITIES = Gherkins, QUALITATIVE-INFO = Without added sugar;FOODON_03316563;A0271,A0455,A0629,A0660,A0705,A0731,A0827,B1404,C0140,E0150,F0018,G0003,H0200,H0190,J0145,J0155,K0018,M0135,N0040,P0024,Z0001;A0827;0;46;Grøntsagskonserves;Canned vegetable products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bagegær, presset, rå;Yeast, baker`s, compressed;319;Saccharomyces cerevisiae (Desmazières, 1826) (Meyen, 1838);4932;A049A#F28.A0BZN;Baking yeast, PROCESS = Pressing;FOODON_03310906;A0346,A0428,A0722,A0735,A0854,B1345,C0247,E0105,F0003,G0003,H0003,J0001,K0003,M0173,N0039,P0024,Z0001;A0854;0;122;Gær og hævemiddel;Yeast and baking powder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Småkage, vanillekranse;Biscuit, sweet, vanilla flavoured;320;NULL;NULL;A009Y#F04.A019H;Butter biscuits, INGREDIENT = Vanilla;FOODON_03303155;A0203,A0458,A0632,A0663,A0695,A0729,A0821,B1312,C0132,E0140,F0014,G0005,H0117,H0158,H0186,H0271,J0120,J0145,J0146,K0003,M0001,N0001,P0024,Z0001;A0821;0;32;Kiks og småkager;Biscuits and cookies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cheddar, 50+;Cheese, hard, Cheddar, Danish;321;Bos taurus (Linnaeus, 1758);9913;A02YK#F07.A073Y;Cheese, cheddar, FAT-CONTENT = 33 % fat;FOODON_03302458;A0186,A0311,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0018,G0003,H0101,H0253,H0328,H0367,J0104,J0131,J0135,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiskefars, rå;Fish cake, raw;324;NULL;NULL;A026V#F28.A07KY$F28.A0CRH;Fish (meat), PROCESS = Mincing / chopping / cutting, PROCESS = Seasoning;FOODON_03310683;A0267,A0460,A0634,A0717,A0727,A0747,A0803,B1222,C0103,E0136,F0003,G0003,H0003,J0131,K0003,M0001,N0001,P0024,Z0001;A0803;1;79;Fiskeprodukter;Fish products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rom;Rum;325;Saccharum officinarum  (Linnaeus, 1753);4547;A03PJ;Rum;FOODON_03301614;A0277,A0465,A0639,A0663,A0713,A0734,A0850,B1378,C0207,E0123,F0014,G0003,H0229,H0232,H0270,J0104,K0003,M0130,M0214,N0040,P0024,Z0001;A0850;0;116;Spiritus;Spirits;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pistacienød, tørret;Pistachio nuts, dried;328;Pistacia vera (Linnaeus, 1753);55513;A0F0N#F27.A014Q$F20.A07QD;Dried nuts/seeds and related flours and powders, SOURCE-COMMODITIES = Pistachios, PART-CONSUMED-ANALYSED = W/o shell;FOODON_03301825;A0260,A0455,A0629,A0685,A0703,A0730,A0823,B1416,C0155,E0150,F0001,G0003,H0138,J0116,K0003,M0166,N0036,P0024,Z0001;A0823;1;53;Nødder;Nuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flødeboller, skumboller;Whipped egg white and sugar with chocolate covering;330;NULL;NULL;A034R#F04.A031T$F04.A032H;Chocolate coated confectionery, INGREDIENT = Hen egg white, INGREDIENT = Sucrose (common sugar);FOODON_03305115;A0141,A0456,A0630,A0663,A0698,A0733,A0838,B1370,C0210,E0105,F0023,G0003,H0178,H0231,H0221,H0186,H0319,J0145,J0146,K0003,M0001,N0001,P0024,Z0001;A0838;0;182;Slik;Candy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hirseflager;Millet, flakes;331;Panicum miliaceum (Linnaeus, 1753);4540;A00DF;Millet rolled grains;FOODON_00002105;A0125,A0457,A0631,A0683,A0696,A0729,A0814,B1285,C0155,E0100,F0003,G0003,H0138,H0274,J0116,K0003,M0001,N0001,P0024,Z0001;A0814;0;28;Korn og gryn;Grain and groats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rygeost, 1 % fedt;Cheese, unripened, smoked, 1 % fat;333;Bos taurus (Linnaeus, 1758);9913;A031C#F27.A02LV$F28.A07JV$F04.A018E$F10.A0CJK$F07.A06YN;Processed cheese, spreadable, SOURCE-COMMODITIES = Cow milk, PROCESS = Smoking, INGREDIENT = Cumin seed, QUALITATIVE-INFO = With added salt, FAT-CONTENT = 0.5 % fat;FOODON_00002327;A0185,A0314,A0452,A0626,A0720,A0724,A0775,A0786,B1201,C0245,E0119,F0018,G0003,H0101,H0118,J0104,J0131,J0135,K0003,M0001,N0001,P0024,Z0001;A0786;1;12;Blød surmælksost;Soft sour milk cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Torsk, lever, konserves;Cod, liver, canned;335;Gadus morhua (Linnaeus, 1758);8049;A0BZ5#F27.A02EL$F28.A07HZ$F21.A07RY;Canned seafood, SOURCE-COMMODITIES = Cod liver, PROCESS = Statical sterilisation (in batch or package), PRODUCTION-METHOD = Wild or gathered or hunted;FOODON_03309253;A0267,A0460,A0634,A0717,A0727,A0666,A0803,B1423,C0176,E0151,F0014,G0001,H0367,J0110,J0123,K0018,M0204,M0151,N0041,P0024,Z0001;A0803;1;78;Fiskeindmad og rogn;Offal and fish eggs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Snacks, ekspanderet, majsbasis;Snacks, expanded, cornbased;337;NULL;NULL;A06HL#F04.A000T;Snacks other than chips and similar, INGREDIENT = Maize grain;FOODON_03310870;A0228,A0466,A0640,A0663,A0696,A0729,A0868,B1232,C0155,E0147,F0014,G0004,G0025,H0138,H0173,H0221,H0268,J0116,J0120,J0145,K0032,M0144,N0017,P0024,Z0001;A0868;0;143;Chips og snacks;Potato chip and snacks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Myseost, 33+;Cheese, whey, Myseost, 33 % fidm.;340;Bos taurus (Linnaeus, 1758);9913;A031B#F27.A02MB$F27.A02LV$F10.A0F5K$F03.A0CEA$F07.A073Q;Processed cheese, sliceable, SOURCE-COMMODITIES = Goat milk, SOURCE-COMMODITIES = Cow milk, QUALITATIVE-INFO = Brown, PHYSICAL-STATE = Solid (soft or hard), FAT-CONTENT = 27 % fat;FOODON_03316946;A0115,A0312,A0452,A0626,A0720,A0724,A0775,A0784,B1201,C0244,E0151,F0022,G0003,H0101,H0253,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0784;0;16;Valleost;Whey cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gruyere, 45+;Cheese, hard, Gruyere, 45 % fidm.;341;Bos taurus (Linnaeus, 1758);9913;A02YP#F07.A073T;Cheese, gruyere, FAT-CONTENT = 30 % fat;FOODON_03303686;A0186,A0311,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0018,G0003,H0101,H0253,H0328,H0367,J0104,J0131,J0135,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rødkål, konserves, uden tilsat sukker;Cabbage, red, canned, no sugar added;342;Brassica oleracea (Linnaeus, 1753) convar. capitata L. var. Rubra;3716;A0ETQ#F27.A00GA$F28.A07GL$F06.A06YD$F10.A077K;Canned/jarred vegetables, SOURCE-COMMODITIES = Red cabbages, PROCESS = Boiling, SURROUNDING-MEDIUM = In vinegar, QUALITATIVE-INFO = Without added sugar;FOODON_03309557;A0152,A0455,A0629,A0663,A0705,A0731,A0827,B2072,C0151,E0115,F0014,G0012,H0108,H0200,H0190,H0367,J0123,K0003,M0135,N0040,P0024,Z0001;A0827;1;46;Grøntsagskonserves;Canned vegetable products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wienerbrød, kringle/stang;Danish pastry, pretzel;343;NULL;NULL;A00BS;Kringles;FOODON_03301929;A0202,A0458,A0632,A0768,A0695,A0729,A0821,B1312,C0132,E0147,F0014,G0005,H0148,H0158,H0272,H0364,J0120,K0003,M0001,N0001,P0024,Z0001;A0821;0;33;Kager;Cakes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sherry, sød;Sherry, sweet;344;Vitis vinifera (Linnaeus, 1753);29760;A03NJ#F10.A0CQM$F11.A07CJ;Sherry, QUALITATIVE-INFO = Sweet / mild, ALCOHOL-CONTENT = 16 % alcohol v/v;FOODON_03310760;A0224,A0465,A0639,A0662,A0712,A0734,A0849,B1329,C0140,E0123,F0003,G0003,H0160,H0232,J0104,K0003,M0130,M0214,M0278,N0040,P0024,R0212,Z0001;A0849;0;114;Hedvine;Liqueur wines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Figen, tørret;Fig, dried;348;Ficus carica (Linnaeus, 1753);3494;A01MG#F20.A07QH;Dried figs, PART-CONSUMED-ANALYSED = W/o stem;FOODON_03305104;A0143,A0455,A0629,A0707,A0732,A0756,A0834,B1302,C0140,E0150,F0003,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0834;0;184;Tørrede frugt og bær produkter;Dried fruit and berry products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tranebær, rå;Cranberry, raw;350;Vaccinium oxycoccus (Linnaeus, 1753);516948;A01FH#F20.A07QH;Cranberries, PART-CONSUMED-ANALYSED = W/o stem;FOODON_03301723;A0143,A0455,A0629,A0671,A0707,A0732,A0833,B1508,C0140,E0150,F0003,G0003,H0003,J0001,K0003,M0001,N0001,P0024,Z0001;A0833;1;51;Bærfrugt;Soft fruit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tørkage, linse;Pastry, 'linse';351;NULL;NULL;A00BV#F04.A02PX;Shortcrust (pies -tarts), INGREDIENT = Custard;FOODON_00001278;A0203,A0458,A0632,A0695,A0729,A0663,A0821,B1312,C0132,E0140,F0014,G0005,H0100,H0117,H0158,H0186,H0296,J0120,J0145,K0003,M0001,N0001,P0024,Z0001;A0821;0;33;Kager;Cakes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pop Corn (poppede majskærner);Pop corn, oil and salt added;352;NULL;NULL;A00DC#F10.A0CJK;Popcorn (maize, popped), QUALITATIVE-INFO = With added salt;FOODON_03302179;A0228,A0466,A0640,A0662,A0696,A0729,A0868,B1454,C0133,E0131,F0014,G0009,G0025,H0138,H0173,H0221,H0268,J0116,K0003,M0144,N0017,P0024,Z0001;A0868;0;143;Chips og snacks;Potato chip and snacks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wienerbrød, julekage;Danish pastry, christmas cake;356;NULL;NULL;A00CC#F04.A009F$F04.A01ME$F04.A014F;Pastry based on laminated dough, INGREDIENT = Sweet almond pastry mass, INGREDIENT = Dried vine fruits (raisins etc.), INGREDIENT = Almonds sweet;FOODON_03301929;A0202,A0458,A0632,A0768,A0695,A0729,A0821,B1312,C0132,E0147,F0014,G0005,H0148,H0158,H0272,H0364,J0120,K0003,M0001,N0001,P0024,Z0001;A0821;0;33;Kager;Cakes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spegepølse;Sausage, salami;358;NULL;NULL;A024X;Salami-type sausage;FOODON_03312067;A0221,A0459,A0633,A0667,A0714,A0726,A0798,B1136,C0175,E0147,F0018,G0003,H0118,H0136,H0151,H0173,H0262,J0100,J0131,J0106,J0116,J0131,J0106,K0003,M0001,N0001,P0024,Z0001;A0798;0;65;Pålægsvarer;Cold cuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skærekage, sandkage;Pound cake;359;NULL;NULL;A00AQ;Sponge cake;FOODON_03302767;A0210,A0458,A0632,A0695,A0729,A0768,A0821,B1312,C0132,E0146,F0014,G0005,H0148,H0158,H0272,H0186,H0351,J0001,K0003,M0001,N0001,P0024,Z0001;A0821;0;33;Kager;Cakes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kvæde, rå;Quinces, raw;364;Cydonia oblonga (Miller, 1768);36610;A01DR#F20.A07RH$F20.A07RD$F20.A07QH;Quinces, PART-CONSUMED-ANALYSED = W/o core, PART-CONSUMED-ANALYSED = W/o seeds, PART-CONSUMED-ANALYSED = W/o stem;FOODON_03302976;A0143,A0455,A0629,A0669,A0707,A0732,A0833,B1298,C0140,E0150,F0003,G0003,H0001,J0001,K0003,M0001,N0001,P0024,Z0001;A0833;1;49;Kernefrugt;Pome fruit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Græskar, rå;Pumpkin, raw;366;Cucurbita (Linnaeus, 1753);3660;A00KH#F20.A07QF$F20.A07RD;Pumpkins, PART-CONSUMED-ANALYSED = W/o peel, PART-CONSUMED-ANALYSED = W/o seeds;FOODON_03301697;A0152,A0455,A0629,A0650,A0705,A0731,A0826,B1456,C0140,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0826;1;41;Frugt-grøntsager;Fruit -Vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dressing, blue cheese;Salad dressing, blue cheese;367;NULL;NULL;A045K#F04.A02SG;Salad dressing, INGREDIENT = Soft-ripened cheese veined with blue mould (blue bavarian, blue de graven type );FOODON_03303510;A0136,A0453,A0627,A0663,A0700,A0728,A0859,B1017,C0190,E0110,F0014,G0003,H0143,H0148,H0151,H0200,H0306,H0367,J0100,K0003,M0135,N0040,P0024,Z0001;A0859;0;98;Dressings;Dressings;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kinaradise, japanræddike, rå;Radishes, oriental, daikon, Japanese radish, raw;368;Raphanus sativus var. longipinnatus (L.H. Bailey, 1920);41679;A00QY#F20.A07QF$F20.A07RM;Daikon, PART-CONSUMED-ANALYSED = W/o peel, PART-CONSUMED-ANALYSED = W/o tops;FOODON_00003076;A0152,A0455,A0629,A0650,A0705,A0731,A0826,B1513,C0238,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0826;1;39;Rod- og knoldgrøntsager;Root and tuber vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sesamfrø, hele;Sesame seeds, whole;370;Sesamum indicum (Linnaeus, 1753);4182;A015K#F28.A07LC$F28.A07KG;Sesame seeds, PROCESS = Removal of external layer, PROCESS = Drying (dehydration);FOODON_03310306;A0305,A0455,A0629,A0652,A0703,A0730,A0823,A1238,B1226,C0158,E0150,F0001,G0003,H0138,J0116,K0003,M0166,N0036,P0024,Z0001;A0823;0;177;Fedtrige frø;High-fat seeds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oliven, grønne, marinerede, konserves;Olives, green, pickled, canned;371;Olea europaea (Linnaeus, 1753);4146;A01BQ#F28.A0BYP$F28.A07KC$F06.A06XT$F10.A0F2Q;Table olives ready for consumption, PROCESS = Canning / jarring, PROCESS = Pickling, SURROUNDING-MEDIUM = In salt brine, QUALITATIVE-INFO = Green;FOODON_03310911;A0143,A0455,A0629,A0663,A0707,A0732,A0834,B1169,C0167,E0150,F0018,G0003,H0173,H0190,J0100,K0018,K0029,M0001,N0001,P0024,Z0001;A0834;0;55;Konserves og syltet bær og frugt;Canned fruit products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tang, agar, tørret;Seaweed, agar, dried;372;Florideophyceae (Cronquist, 1960);2806;A00VE#F28.A07KE;Red algae, PROCESS = Subtraction of water;FOODON_03304817;A0152,A0455,A0629,A0662,A0705,A0731,A0853,B2266,C0247,E0151,F0001,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0853;0;187;Tang og tangprodukter;Seaweed and seaweed products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Knækbrød, rug-, groft;Crispbread, knackebrot, rye, coarse;375;NULL;NULL;A006B;Crisp bread, rye wholemeal;FOODON_03302470;A0178,A0458,A0632,A0662,A0695,A0729,A0819,B1313,C0155,E0147,F0014,G0005,H0148,H0367,H0239,J0116,J0120,K0003,M0001,N0001,P0024,Z0001;A0819;1;31;Brød;Bread;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Makaroni, spaghetti, fuldkorns-, rå;Macaroni, spaghetti, whole meal, raw;377;NULL;NULL;A04LC;Pasta wholemeal;FOODON_03306312;A0275,A0457,A0631,A0662,A0694,A0729,A0815,B1079,C0133,E0153,F0003,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0815;1;35;Pastaprodukter;Pasta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rugbrød, fuldkorn, importeret;Rye bread, dark, wholemeal, imported;379;NULL;NULL;A005H#F10.A0F2Y;Rye bread and rolls, wholemeal, QUALITATIVE-INFO = Dark;OODON_03310174;A0178,A0458,A0632,A0662,A0695,A0729,A0818,B1313,C0133,E0147,F0014,G0005,H0148,H0256,H0367,H0430,J0120,K0003,M0001,N0001,P0024,Z0001;A0818;0;31;Brød;Bread;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pære, konserves;Pear, canned;380;Pyrus communis (Linnaeus, 1753);23211;A01NR#F28.A07HZ$F06.A06XS$F10.A077J$F22.A07SH;Canned or jarred pear, PROCESS = Statical sterilisation (in batch or package), SURROUNDING-MEDIUM = In sweet sauce, QUALITATIVE-INFO = With added sugar, PREPARATION-PRODUCTION-PLACE = Food industry prepared;FOODON_03303841;A0143,A0455,A0629,A0662,A0707,A0732,A0834,B1344,C0229,E0116,F0014,G0001,H0136,J0123,K0012,M0194,N0001,P0024,Z0001;A0834;0;55;Konserves og syltet bær og frugt;Canned fruit products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Majroe, rå;Turnip, raw;381;Brassica rapa var. rapa (Linnaeus, 1753);1652998;A00RE#F20.A07QF$F20.A07RP$F20.A07RM;Turnips, PART-CONSUMED-ANALYSED = W/o peel, PART-CONSUMED-ANALYSED = W/o roots, PART-CONSUMED-ANALYSED = W/o tops;FOODON_03307633;A0152,A0455,A0629,A0650,A0705,A0731,A0826,B1238,C0238,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0826;1;39;Rod- og knoldgrøntsager;Root and tuber vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bitter, sød, uspec.;BITTER, sweet, all types, average values;383;NULL;NULL;A03PH#F28.A0CRH$F10.A0CQM$F11.A07CY;Vodka and vodka-like spirits, PROCESS = Seasoning, QUALITATIVE-INFO = Sweet / mild, ALCOHOL-CONTENT = 28 % alcohol v/v;FOODON_03305605;A0278,A0465,A0639,A0663,A0713,A0734,A0850,B1016,C0174,E0123,F0001,G0003,H0136,H0229,H0232,H0270,J0104,K0003,M0130,M0214,N0040,P0024,Z0001;A0850;0;116;Spiritus;Spirits;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bønnespirer, adzuki, rå;Bean, adzuki, sprouted, raw;384;Vigna angularis (Willdenow, 1802) (Ohwi & H.Ohashi, 1969);3914;A00SG;Adzuki bean sprouts;FOODON_00002576;A0152,A0455,A0629,A0650,A0704,A0730,A0831,B1110,C0183,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0831;1;171;Friske bælgplanter;Fresh legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hirse, hele korn;Millet, whole-grain;385;Panicum miliaceum (Linnaeus, 1753);4540;A001B#F28.A07KG;Common millet grain, PROCESS = Drying (dehydration);FOODON_03309354;A0125,A0457,A0631,A0683,A0729,A0761,A0814,B1285,C0133,E0150,F0003,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0814;0;28;Korn og gryn;Grain and groats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pop corn, mikroovn;Pop corn, microwave oven;386;NULL;NULL;A00DC#F10.A0CJK;Popcorn (maize, popped), QUALITATIVE-INFO = With added salt;FOODON_03311229;A0228,A0466,A0640,A0662,A0696,A0729,A0868,B1454,C0133,E0131,F0014,G0009,G0025,H0138,H0173,H0221,H0268,J0116,K0003,M0144,N0017,P0024,Z0001;A0868;0;143;Chips og snacks;Potato chip and snacks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Musling, rå;Mussel, raw;387;Mytilus edulis (Linnaeus, 1758);6550;A02HF#F20.A07QD;Mussels, PART-CONSUMED-ANALYSED = W/o shell;FOODON_03309194;A0267,A0460,A0634,A0717,A0727,A0752,A0803,B1223,C0173,E0150,F0003,G0003,H0003,J0131,K0003,M0001,N0001,P0024,Z0001;A0803;1;77;Bløddyr og produkter heraf;Mollusks and their products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agurk, rå;Cucumber, raw;388;Cucumis sativus (Linnaeus, 1753);3659;A00JM;Cucumbers;FOODON_03301545;A0152,A0455,A0629,A0676,A0705,A0731,A0826,B1404,C0140,E0150,F0003,G0003,H0003,J0001,K0003,M0001,N0001,P0024,Z0001;A0826;1;41;Frugt-grøntsager;Fruit -Vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Loquat, japansk mispel, rå;Loquat, raw;389;Rhaphiolepis bibas (Loureiro, 1790) (Galasso & Banfi, 2020);2843217;A01DL#F20.A07RD$F20.A07QH;Loquats, PART-CONSUMED-ANALYSED = W/o seeds, PART-CONSUMED-ANALYSED = W/o stem;FOODON_00003181;A0143,A0455,A0629,A0673,A0707,A0732,A0833,B1244,C0229,E0150,F0003,G0003,H0003,J0001,K0003,M0001,N0001,P0024,Z0001;A0833;1;52;Sydfrugt;Tropical or subtropical fruit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cashewnød, olieristet;Cashew nuts, oil roasted;390;Anacardium occidentale (Linnaeus, 1753);171929;A0F0N#F27.A014H$F28.A07GY$F04.A036N$F07.A074P$F20.A07QD;Dried nuts/seeds and related flours and powders, SOURCE-COMMODITIES = Cashew nuts, PROCESS = Roasting, INGREDIENT = Vegetable fats and oils, edible, FAT-CONTENT = 48 % fat, PART-CONSUMED-ANALYSED = W/o shell;FOODON_03311214;A0260,A0455,A0629,A0685,A0703,A0730,A0823,B1221,C0155,E0150,F0014,G0025,H0138,H0233,J0116,K0003,M0001,N0001,P0024,Z0001;A0823;0;53;Nødder;Nuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wienerbrød, smørkrans;Danish pastry, butter ring;392;NULL;NULL;A00CC#F26.A07XD;Pastry based on laminated dough, GENERIC-TERM = Unspecified;FOODON_03301929;A0202,A0458,A0632,A0768,A0695,A0729,A0821,B1312,C0132,E0147,F0014,G0005,H0148,H0158,H0272,H0364,J0120,K0003,M0001,N0001,P0024,Z0001;A0821;0;33;Kager;Cakes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nøddepasta med cacao, smørepålæg;Nut paste with cacao, spreads;393;NULL;NULL;A0C6P;Chocolate spread;FOODON_03311761;A0272,A0456,A0630,A0663,A0699,A0733,A0839,B1012,C0210,E0119,F0014,G0003,H0177,H0184,H0227,H0131,H0260,H0263,H0555,J0146,K0003,M0134,N0040,P0024,Z0001;A0839;0;178;Nøddeprodukter;Nut products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cornflakes, uspec.;Corn flakes, average values;395;NULL;NULL;A00DD#F09.A0EXD$F09.A0EXY$F09.A0EXX;Processed maize-based flakes, FORTIFICATION-AGENT = Iron, FORTIFICATION-AGENT = Vitamin B1   (thiamine), FORTIFICATION-AGENT = Vitamin B2   (riboflavin);FOODON_03302904;A0258,A0457,A0631,A0662,A0692,A0729,A0816,B1232,C0155,E0100,F0014,G0010,H0136,H0138,H0155,H0239,J0116,K0003,M0001,N0001,P0024,Z0001;A0816;0;34;Morgenprodukter;Breakfast products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
